precision,recall,f1,iou,dice,specificity,accuracy,image_path,mask_path
0.6023586223605486,0.6457915002726218,0.6146760507446808,0.5207465741797634,0.614676050727265,0.907889712075101,0.881683349609375,patches_output/images/Tile 7_image_part_001_patch_0_0.jpg,patches_output/masks/Tile 7_image_part_001_patch_0_0.png
0.9255386809027293,0.6816083534216599,0.686619259722398,0.617203989186078,0.6866192596952515,0.9330239400761031,0.936126708984375,patches_output/images/Tile 7_image_part_001_patch_0_1.jpg,patches_output/masks/Tile 7_image_part_001_patch_0_1.png
0.4451561897665085,0.2982970547003845,0.3247049239532919,0.2707172263538516,0.3247049239475367,0.8878254663801237,0.8426132202148438,patches_output/images/Tile 7_image_part_001_patch_0_2.jpg,patches_output/masks/Tile 7_image_part_001_patch_0_2.png
0.41891746248172657,0.4212246724309736,0.40156725356584433,0.3235253377467453,0.4015672535441442,0.9120942949501833,0.93623046875,patches_output/images/Tile 7_image_part_001_patch_0_3.jpg,patches_output/masks/Tile 7_image_part_001_patch_0_3.png
0.6532321212152181,0.4819860745708763,0.46371686316292154,0.3789926109922519,0.46371686314909144,0.9196991963576489,0.897894287109375,patches_output/images/Tile 7_image_part_001_patch_0_4.jpg,patches_output/masks/Tile 7_image_part_001_patch_0_4.png
0.47321694292904615,0.4505836093435465,0.45841290432446397,0.3714622000066525,0.45841290430203496,0.9124184252463954,0.929638671875,patches_output/images/Tile 7_image_part_001_patch_0_5.jpg,patches_output/masks/Tile 7_image_part_001_patch_0_5.png
0.5962127391858714,0.5736540878893137,0.5686293996666241,0.45794551652919874,0.5686293996497702,0.8994154143475989,0.8743438720703125,patches_output/images/Tile 7_image_part_001_patch_0_6.jpg,patches_output/masks/Tile 7_image_part_001_patch_0_6.png
0.3990896973494319,0.4652248412458374,0.41506545539238504,0.33389955008424754,0.41506545537791356,0.9026826289693497,0.888232421875,patches_output/images/Tile 7_image_part_001_patch_1_0.jpg,patches_output/masks/Tile 7_image_part_001_patch_1_0.png
0.6629806078905865,0.640604151252241,0.6493054761390775,0.5735473238118913,0.6493054761217676,0.9462779898295887,0.9360122680664062,patches_output/images/Tile 7_image_part_001_patch_1_1.jpg,patches_output/masks/Tile 7_image_part_001_patch_1_1.png
0.5053653747331005,0.6374677673791644,0.5108691728413961,0.3975501716562758,0.510869172804149,0.9210643971078236,0.918231201171875,patches_output/images/Tile 7_image_part_001_patch_1_2.jpg,patches_output/masks/Tile 7_image_part_001_patch_1_2.png
0.5516403970496636,0.4174362620462485,0.4362091805236717,0.37535484091725685,0.4362091804187881,0.8919756678624247,0.845574951171875,patches_output/images/Tile 7_image_part_001_patch_1_3.jpg,patches_output/masks/Tile 7_image_part_001_patch_1_3.png
0.5130102492249782,0.5043052333658932,0.5065734995018829,0.43982115316872605,0.5065734994842017,0.949570870177614,0.94866943359375,patches_output/images/Tile 7_image_part_001_patch_1_4.jpg,patches_output/masks/Tile 7_image_part_001_patch_1_4.png
0.442684183360344,0.4388565322952916,0.4382879055373505,0.3558959470177539,0.4382879055194945,0.9054208007227714,0.911004638671875,patches_output/images/Tile 7_image_part_001_patch_1_5.jpg,patches_output/masks/Tile 7_image_part_001_patch_1_5.png
0.43567288976642216,0.4323694589906532,0.4339107115123781,0.3409846282945138,0.43391071149476873,0.9080766555920665,0.8982421875,patches_output/images/Tile 7_image_part_001_patch_1_6.jpg,patches_output/masks/Tile 7_image_part_001_patch_1_6.png
0.4662614739061912,0.5785715180993654,0.48267611496542273,0.3916957933790923,0.4826761149517238,0.87539273286212,0.8128280639648438,patches_output/images/Tile 7_image_part_001_patch_2_0.jpg,patches_output/masks/Tile 7_image_part_001_patch_2_0.png
0.4875280522395543,0.5513647929106724,0.4991314983823066,0.40991159886154915,0.49913149836745674,0.8858725473845408,0.8497161865234375,patches_output/images/Tile 7_image_part_001_patch_2_1.jpg,patches_output/masks/Tile 7_image_part_001_patch_2_1.png
0.6610016184653029,0.5320313757935958,0.482553653095038,0.3806746981113533,0.4825536530714067,0.9107594048772935,0.8817138671875,patches_output/images/Tile 7_image_part_001_patch_2_2.jpg,patches_output/masks/Tile 7_image_part_001_patch_2_2.png
0.47099307013224206,0.3811066125037092,0.4019651866515722,0.3085733962330024,0.4019651866394124,0.8980411922768299,0.8398193359375,patches_output/images/Tile 7_image_part_001_patch_2_3.jpg,patches_output/masks/Tile 7_image_part_001_patch_2_3.png
0.5038365473074925,0.36115733079414036,0.39815908666493316,0.3071187281746234,0.39815908664862676,0.9040481140997818,0.887664794921875,patches_output/images/Tile 7_image_part_001_patch_2_4.jpg,patches_output/masks/Tile 7_image_part_001_patch_2_4.png
0.5319646016339739,0.4362177949256486,0.4689255236415596,0.39463719361131383,0.4689255236178654,0.926159175533256,0.95299072265625,patches_output/images/Tile 7_image_part_001_patch_2_5.jpg,patches_output/masks/Tile 7_image_part_001_patch_2_5.png
0.47412827696614707,0.4104714834317001,0.42723922061949426,0.34288079884912576,0.42723922060057407,0.9066793507862899,0.93216552734375,patches_output/images/Tile 7_image_part_001_patch_2_6.jpg,patches_output/masks/Tile 7_image_part_001_patch_2_6.png
0.5716222939257234,0.5642676839058619,0.5373553517847414,0.4119120675425976,0.5373553517653024,0.9089119054643202,0.859124755859375,patches_output/images/Tile 7_image_part_001_patch_3_0.jpg,patches_output/masks/Tile 7_image_part_001_patch_3_0.png
0.5678156663853408,0.5432504870009762,0.5019347304400895,0.38011449994902946,0.501934730422844,0.9031882216706555,0.847503662109375,patches_output/images/Tile 7_image_part_001_patch_3_1.jpg,patches_output/masks/Tile 7_image_part_001_patch_3_1.png
0.5907158883540481,0.5086395025744472,0.4979843453001503,0.3855360765065325,0.49798434527986774,0.8995966859283108,0.8752197265625,patches_output/images/Tile 7_image_part_001_patch_3_2.jpg,patches_output/masks/Tile 7_image_part_001_patch_3_2.png
0.6305730319833686,0.6320327501617764,0.6287620847968955,0.5470717026848508,0.6287620847682324,0.9291912899346904,0.9453201293945312,patches_output/images/Tile 7_image_part_001_patch_3_3.jpg,patches_output/masks/Tile 7_image_part_001_patch_3_3.png
0.35708815424203955,0.27514756797408824,0.2925263469431097,0.23996773476144764,0.2925263469381362,0.9139948073593247,0.88238525390625,patches_output/images/Tile 7_image_part_001_patch_3_4.jpg,patches_output/masks/Tile 7_image_part_001_patch_3_4.png
0.33780540894643135,0.2176049541680322,0.21761928448826443,0.17099914786237783,0.2176192844846862,0.874337347700439,0.822894287109375,patches_output/images/Tile 7_image_part_001_patch_3_5.jpg,patches_output/masks/Tile 7_image_part_001_patch_3_5.png
0.3447609811548506,0.23031073671886024,0.23547412577181132,0.1883355039153803,0.2354741257678782,0.8840281549050871,0.849591064453125,patches_output/images/Tile 7_image_part_001_patch_3_6.jpg,patches_output/masks/Tile 7_image_part_001_patch_3_6.png
0.4857029405346661,0.46205891515024533,0.4720757406846856,0.3674564410975356,0.47207574067122793,0.8482588105323324,0.8214797973632812,patches_output/images/Tile 7_image_part_001_patch_4_0.jpg,patches_output/masks/Tile 7_image_part_001_patch_4_0.png
0.5926788149042117,0.6214412290194113,0.6018683543415595,0.5045769003841347,0.601868354325045,0.904930158469403,0.878936767578125,patches_output/images/Tile 7_image_part_001_patch_4_1.jpg,patches_output/masks/Tile 7_image_part_001_patch_4_1.png
0.4013379944069538,0.4042702245907681,0.3930106558709279,0.2937198079890372,0.3930106558608618,0.8919374991596751,0.84156494140625,patches_output/images/Tile 7_image_part_001_patch_4_2.jpg,patches_output/masks/Tile 7_image_part_001_patch_4_2.png
0.4111131282468909,0.3582718602389404,0.33126483373160037,0.23983061036542397,0.33126483371823795,0.8727822149427183,0.822381591796875,patches_output/images/Tile 7_image_part_001_patch_4_3.jpg,patches_output/masks/Tile 7_image_part_001_patch_4_3.png
0.41243410620744214,0.31435390321547796,0.31395293131481256,0.23154983479241747,0.31395293128746415,0.8737096740092992,0.851251220703125,patches_output/images/Tile 7_image_part_001_patch_4_4.jpg,patches_output/masks/Tile 7_image_part_001_patch_4_4.png
0.33775316939876154,0.27666677478316287,0.28293359738486573,0.22310066026110426,0.2829335973801891,0.897791691686885,0.87847900390625,patches_output/images/Tile 7_image_part_001_patch_4_5.jpg,patches_output/masks/Tile 7_image_part_001_patch_4_5.png
0.5978856830965338,0.5556152208664947,0.5473077671266925,0.4367557789047723,0.5473077670909406,0.9286842973217283,0.928826904296875,patches_output/images/Tile 7_image_part_001_patch_4_6.jpg,patches_output/masks/Tile 7_image_part_001_patch_4_6.png
0.5182165155494917,0.4456222154002889,0.4736048410760523,0.3940846507491493,0.47360484106026474,0.933005786382407,0.921624755859375,patches_output/images/Tile 7_image_part_001_patch_5_0.jpg,patches_output/masks/Tile 7_image_part_001_patch_5_0.png
0.44896693880299504,0.3641303752352354,0.3606387887418331,0.270358762413972,0.36063878872761856,0.888723586435697,0.84320068359375,patches_output/images/Tile 7_image_part_001_patch_5_1.jpg,patches_output/masks/Tile 7_image_part_001_patch_5_1.png
