ID,Method,Timestamp,Accuracy,IoU,Precision,Recall,F1,Dice,Specificity
1489,C-means,2024-12-09T14:42:21.905541,0.15181986490885416,0.10505712822230943,0.17012552979643472,0.1822524819451502,0.1628599527655429,0.1628599527655429,0.8361494835238726
1488,U-Net,2024-12-09T14:42:07.689734,0.91009521484375,0.422687352875295,0.6101569586618092,0.5190676809125315,0.5306675348719946,0.5306675348447703,0.907211928974563
1487,C-means,2024-12-09T14:39:57.424379,0.20890299479166666,0.09231614517170288,0.18957514968376113,0.314143492603451,0.15213515405918218,0.15213515405918218,0.8593281761541013
1486,C-means,2024-12-09T14:39:49.880503,0.0367431640625,0.024154656474358188,0.07864381473775504,0.14504398028813734,0.04521273349851018,0.04521273349851018,0.8259624074554003
1485,C-means,2024-12-09T14:39:47.150962,0.048248291015625,0.042154787924866204,0.09826003147677759,0.24304242063126183,0.07786214045253938,0.07786214045253938,0.8295173648736519
1484,C-means,2024-12-09T14:39:40.474265,0.0507354736328125,0.020109585759264192,0.022044347351219313,0.18079814372762826,0.03665634096263402,0.03665634096263402,0.8186691175778024
1483,U-Net,2024-12-09T14:39:34.040603,0.6583353678385416,0.1627070824357427,0.162824001875465,0.3328436887944326,0.2186744967591356,0.2186744967568906,0.6668303381670463
1482,U-Net,2024-12-09T14:36:31.913927,0.9872945149739584,0.3269855802243076,0.3270454649512385,0.3332711239677133,0.3301289457873088,0.3301289457847658,0.6668700143826914
1481,U-Net,2024-12-09T14:34:46.786228,0.87340087890625,0.4603071633868608,0.6228002977220164,0.6550070863734013,0.607171178222085,0.6071711781825422,0.9104543687791764
1480,U-Net,2024-12-09T14:31:35.886929,0.91009521484375,0.422687352875295,0.6101569586618092,0.5190676809125315,0.5306675348719946,0.5306675348447703,0.907211928974563
1479,U-Net,2024-12-09T14:23:35.922963,0.91009521484375,0.422687352875295,0.6101569586618092,0.5190676809125315,0.5306675348719946,0.5306675348447703,0.907211928974563
1478,U-Net,2024-12-09T14:21:22.773999,0.91009521484375,0.422687352875295,0.6101569586618092,0.5190676809125315,0.5306675348719946,0.5306675348447703,0.907211928974563
1477,U-Net,2024-12-09T14:20:42.430266,0.91009521484375,0.422687352875295,0.6101569586618092,0.5190676809125315,0.5306675348719946,0.5306675348447703,0.907211928974563
1476,U-Net,2024-12-09T14:19:48.465093,0.91009521484375,0.422687352875295,0.6101569586618092,0.5190676809125315,0.5306675348719946,0.5306675348447703,0.907211928974563
1475,C-means,2024-12-09T14:06:28.232943,0.10114034016927083,0.050098737808666687,0.06728335092029371,0.1409433378117888,0.08843036635100116,0.08843036635100116,0.8248627018500369
1474,Otsu,2024-12-09T14:06:08.600107,0.099639892578125,0.0336641089050269,0.15339111526490107,0.04119624893385402,0.06201930054991998,0.051682750458266646,0.7906077674213828
1473,U-Net,2024-12-09T14:05:44.016312,0.91009521484375,0.422687352875295,0.6101569586618092,0.5190676809125315,0.5306675348719946,0.5306675348447703,0.907211928974563
1472,U-Net,2024-12-09T13:59:25.167747,0.91009521484375,0.422687352875295,0.6101569586618092,0.5190676809125315,0.5306675348719946,0.5306675348447703,0.907211928974563
1471,C-means,2024-12-09T13:25:00.115215,0.14607747395833334,0.07628847177771957,0.15494437668722794,0.13758744600674233,0.13014364722243119,0.13014364722243119,0.8361474010665008
1470,Otsu,2024-12-09T13:24:55.096558,0.0297393798828125,0.04066703848699173,0.25013997272275335,0.049335252973853,0.07105828706962242,0.047372191379748275,0.829186529501072
1469,Otsu,2024-12-09T13:24:54.156989,0.0297393798828125,0.04066703848699173,0.25013997272275335,0.049335252973853,0.07105828706962242,0.047372191379748275,0.829186529501072
1468,U-Net,2024-12-09T13:24:46.194052,0.951446533203125,0.2086968349286359,0.341782972991038,0.2320417885189248,0.2447596181545969,0.2447596181439058,0.8289399592067556
1467,C-means,2024-12-09T13:08:22.283769,0.07677714029947917,0.03111369679122911,0.03891665681389683,0.09071204602085921,0.05303041196137265,0.05303041196137265,0.8115628245983473
1466,Otsu,2024-12-09T13:08:14.469772,0.178375244140625,0.05872536095661457,0.08531868832921131,0.12303424493340938,0.09241923851777069,0.07701603209814224,0.8338296528135768
1465,U-Net,2024-12-09T13:08:09.605822,0.8859619140625,0.4869398346671993,0.6378946016329188,0.6065403178663394,0.6105430494164676,0.6105430493905265,0.9239043254803228
1464,Otsu,2024-12-09T12:23:15.276181,0.099639892578125,0.0336641089050269,0.15339111526490107,0.04119624893385402,0.06201930054991998,0.051682750458266646,0.7906077674213828
1463,U-Net,2024-12-09T12:23:10.946714,0.91009521484375,0.422687352875295,0.6101569586618092,0.5190676809125315,0.5306675348719946,0.5306675348447703,0.907211928974563
1462,U-Net,2024-12-09T12:13:24.121485,0.91009521484375,0.422687352875295,0.6101569586618092,0.5190676809125315,0.5306675348719946,0.5306675348447703,0.907211928974563
1461,C-means,2024-12-09T12:13:19.262149,0.171112060546875,0.09383480399377593,0.17129620121665093,0.16985974126575473,0.15695730293270982,0.15695730293270982,0.8384972478980277
1460,Otsu,2024-12-09T12:13:02.004878,0.099639892578125,0.0336641089050269,0.15339111526490107,0.04119624893385402,0.06201930054991998,0.051682750458266646,0.7906077674213828
1459,U-Net,2024-12-09T12:12:55.975310,0.91009521484375,0.422687352875295,0.6101569586618092,0.5190676809125315,0.5306675348719946,0.5306675348447703,0.907211928974563
1458,U-Net,2024-12-09T00:15:49.369400,0.91009521484375,0.422687352875295,0.6101569586618092,0.5190676809125315,0.5306675348719946,0.5306675348447703,0.907211928974563
1457,Otsu,2024-12-09T00:11:48.965166,0.2960205078125,0.07154749298678112,0.07912972174024437,0.16176923799989132,0.10548717755786334,0.08790598129821946,0.8355554500789398
1456,U-Net,2024-12-09T00:11:44.379669,0.87340087890625,0.4603071633868608,0.6228002977220164,0.6550070863734013,0.607171178222085,0.6071711781825422,0.9104543687791764
1455,U-Net,2024-12-09T00:07:07.714950,0.91009521484375,0.422687352875295,0.6101569586618092,0.5190676809125315,0.5306675348719946,0.5306675348447703,0.907211928974563
1454,C-means,2024-12-08T23:54:16.031109,0.13524373372395834,0.06051696583417702,0.07959381479405732,0.1721506218888195,0.10762811551969141,0.10762811551969141,0.8278030665127755
1453,C-means,2024-12-08T23:54:09.460583,0.139739990234375,0.06737692326079785,0.12003944765643228,0.17961836560141065,0.1190246779026628,0.1190246779026628,0.833035949859631
1452,C-means,2024-12-08T23:53:59.399057,0.15181986490885416,0.10505712822230943,0.17012552979643472,0.1822524819451502,0.1628599527655429,0.1628599527655429,0.8361494835238726
1451,Otsu,2024-12-08T23:53:54.253615,0.099639892578125,0.0336641089050269,0.15339111526490107,0.04119624893385402,0.06201930054991998,0.051682750458266646,0.7906077674213828
1450,Otsu,2024-12-08T23:53:51.764060,0.099639892578125,0.0336641089050269,0.15339111526490107,0.04119624893385402,0.06201930054991998,0.051682750458266646,0.7906077674213828
1449,U-Net,2024-12-08T23:53:36.152294,0.91009521484375,0.422687352875295,0.6101569586618092,0.5190676809125315,0.5306675348719946,0.5306675348447703,0.907211928974563
1448,Otsu,2024-12-08T23:51:34.319746,0.233795166015625,0.06466090698290465,0.14998619524080098,0.15968076805212744,0.10027459848555573,0.08356216540462978,0.8386943813826447
1447,U-Net,2024-12-08T23:51:29.401243,0.8954925537109375,0.4488398234244116,0.6182848261340073,0.5813905939858744,0.5579962738689049,0.5579962738454546,0.9314320538568508
1446,C-means,2024-12-08T23:51:17.139242,0.039815266927083336,0.01477509989374891,0.018468294675187336,0.07707474326054559,0.027519373179125898,0.027519373179125898,0.804840212064125
1445,U-Net,2024-12-08T23:22:30.515288,0.8472671508789062,0.4051563934883491,0.5512125839511228,0.5732620097281269,0.5184288463580092,0.518428846338486,0.8749064547484896
1444,Otsu,2024-12-08T23:10:39.413366,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
1443,U-Net,2024-12-08T23:10:32.387688,1.0,1.0,1.0,1.0,1.0,0.9999999999923704,0.0
1442,C-means,2024-12-08T22:39:25.108206,0.029551188151041668,0.02737898379021984,0.04746990309534319,0.14966754733104484,0.0496938447032765,0.0496938447032765,0.8244477363054686
1441,Otsu,2024-12-08T22:39:20.318012,0.33001708984375,0.11002080567297957,0.11002248471344707,0.3333179219258095,0.16543705658501137,0.08271852829250569,0.8333420651357275
1440,U-Net,2024-12-08T22:39:16.638383,0.7799784342447916,0.2234862366642235,0.2234862366642235,0.3333333333333333,0.2675746911041028,0.2675746911016569,0.6671622735901029
1439,U-Net,2024-12-08T22:37:21.202738,0.91756591796875,0.5839933579370338,0.7416909090859871,0.711883601350852,0.7101120009382778,0.7101120008969994,0.9442208258818948
1438,U-Net,2024-12-08T22:36:57.364230,0.9872945149739584,0.3269855802243076,0.3270454649512385,0.3332711239677133,0.3301289457873088,0.3301289457847658,0.6668700143826914
1437,U-Net,2024-12-08T22:33:30.445953,0.91009521484375,0.422687352875295,0.6101569586618092,0.5190676809125315,0.5306675348719946,0.5306675348447703,0.907211928974563
1436,U-Net,2024-12-08T22:32:34.736755,0.856207275390625,0.4419911861628954,0.6652494805604736,0.6270867304462974,0.5822690330866054,0.5822690330530286,0.880713056645221
1435,U-Net,2024-12-08T22:31:22.066328,0.881683349609375,0.5207465741797634,0.6023586223605486,0.6457915002726218,0.6146760507446808,0.614676050727265,0.907889712075101
1434,U-Net,2024-12-08T22:29:40.437700,0.951446533203125,0.2086968349286359,0.341782972991038,0.2320417885189248,0.2447596181545969,0.2447596181439058,0.8289399592067556
1433,U-Net,2024-12-08T22:28:05.533624,0.951446533203125,0.2086968349286359,0.341782972991038,0.2320417885189248,0.2447596181545969,0.2447596181439058,0.8289399592067556
1432,Otsu,2024-12-08T22:27:57.575803,0.0297393798828125,0.04066703848699173,0.25013997272275335,0.049335252973853,0.07105828706962242,0.047372191379748275,0.829186529501072
1431,U-Net,2024-12-08T22:27:53.247754,0.951446533203125,0.2086968349286359,0.341782972991038,0.2320417885189248,0.2447596181545969,0.2447596181439058,0.8289399592067556
1430,U-Net,2024-12-08T22:23:39.674201,0.951446533203125,0.2086968349286359,0.341782972991038,0.2320417885189248,0.2447596181545969,0.2447596181439058,0.8289399592067556
1429,U-Net,2024-12-08T22:23:04.797602,0.494354248046875,0.2471771240234375,0.2471771240234375,0.5,0.3308146302611963,0.3308146302578184,0.4999999999845669
1428,Otsu,2024-12-08T22:22:50.791706,0.5045013427734375,0.12620651756133158,0.16712121594935372,0.24943556285328664,0.16780450354815848,0.11186966903210566,0.8331082901739272
1427,Otsu,2024-12-08T22:21:43.277150,0.038543701171875,0.02363973271941153,0.18288444830582104,0.025104353011329756,0.0441484899328859,0.02207424496644295,0.8342176411069125
1426,U-Net,2024-12-08T22:21:36.758279,0.6583353678385416,0.1627070824357427,0.162824001875465,0.3328436887944326,0.2186744967591356,0.2186744967568906,0.6668303381670463
1425,C-means,2024-12-08T22:15:07.683118,0.17111714680989584,0.09383565235162417,0.17129665624535476,0.16984726677560558,0.1569563659540638,0.1569563659540638,0.8384984994124952
1424,C-means,2024-12-08T22:14:54.918849,0.07434590657552083,0.05816995497863097,0.11443472996535758,0.11400935783245247,0.10273127174419977,0.10273127174419977,0.8193123275376161
1423,Otsu,2024-12-08T22:14:49.238847,0.099639892578125,0.0336641089050269,0.15339111526490107,0.04119624893385402,0.06201930054991998,0.051682750458266646,0.7906077674213828
1422,U-Net,2024-12-08T22:14:44.489309,0.91009521484375,0.422687352875295,0.6101569586618092,0.5190676809125315,0.5306675348719946,0.5306675348447703,0.907211928974563
1421,Otsu,2024-12-08T22:10:52.151037,0.47265625,0.15756891350903163,0.15760258464982574,0.3331827471227278,0.21398545843911368,0.10699272921955684,0.8333136989682065
1420,U-Net,2024-12-08T22:10:47.969225,0.527130126953125,0.2635650634765625,0.2635650634765625,0.5,0.3451769548969844,0.3451769548935355,0.4999999999855265
1419,C-means,2024-12-08T22:10:33.301023,0.052210489908854164,0.03486276926236367,0.037459283849424756,0.13318715062572375,0.057792781382605664,0.057792781382605664,0.8192928148801611
1418,U-Net,2024-12-08T22:10:25.267793,0.527130126953125,0.2635650634765625,0.2635650634765625,0.5,0.3451769548969844,0.3451769548935355,0.4999999999855265
1417,Otsu,2024-12-08T22:10:19.502675,0.47265625,0.15756891350903163,0.15760258464982574,0.3331827471227278,0.21398545843911368,0.10699272921955684,0.8333136989682065
1416,U-Net,2024-12-08T22:09:30.977290,0.91009521484375,0.422687352875295,0.6101569586618092,0.5190676809125315,0.5306675348719946,0.5306675348447703,0.907211928974563
1415,Otsu,2024-12-08T22:09:15.964776,0.099639892578125,0.0336641089050269,0.15339111526490107,0.04119624893385402,0.06201930054991998,0.051682750458266646,0.7906077674213828
1414,Otsu,2024-12-08T22:08:13.775608,0.038543701171875,0.02363973271941153,0.18288444830582104,0.025104353011329756,0.0441484899328859,0.02207424496644295,0.8342176411069125
1413,Otsu,2024-12-08T22:08:13.054155,0.038543701171875,0.02363973271941153,0.18288444830582104,0.025104353011329756,0.0441484899328859,0.02207424496644295,0.8342176411069125
1412,Otsu,2024-12-08T22:08:12.593330,0.038543701171875,0.02363973271941153,0.18288444830582104,0.025104353011329756,0.0441484899328859,0.02207424496644295,0.8342176411069125
1411,Otsu,2024-12-08T22:08:09.195086,0.038543701171875,0.02363973271941153,0.18288444830582104,0.025104353011329756,0.0441484899328859,0.02207424496644295,0.8342176411069125
1410,C-means,2024-12-08T22:07:39.883631,0.12268575032552083,0.08901085129571319,0.1070792678805015,0.22917600904893262,0.13946757808115154,0.13946757808115154,0.8380039841711371
1409,C-means,2024-12-08T22:07:39.167865,0.20511372884114584,0.129585287005161,0.20257424772276544,0.2686723936702436,0.20233780900890594,0.20233780900890594,0.8455892741697326
1408,U-Net,2024-12-08T22:07:30.930692,0.951446533203125,0.2086968349286359,0.341782972991038,0.2320417885189248,0.2447596181545969,0.2447596181439058,0.8289399592067556
1407,Otsu,2024-12-08T22:07:19.216569,0.0297393798828125,0.04066703848699173,0.25013997272275335,0.049335252973853,0.07105828706962242,0.047372191379748275,0.829186529501072
1406,U-Net,2024-12-08T22:06:47.105753,1.0,1.0,1.0,1.0,1.0,0.9999999999923704,0.0
1405,U-Net,2024-12-08T22:06:46.076212,1.0,1.0,1.0,1.0,1.0,0.9999999999923704,0.0
1404,C-means,2024-12-08T22:06:38.023642,0.041295369466145836,0.015841408019035608,0.04154724728253732,0.1653766830627152,0.029666729512428904,0.029666729512428904,0.8289204145587212
1403,Otsu,2024-12-08T22:06:30.340438,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
1402,U-Net,2024-12-08T22:06:25.998848,1.0,1.0,1.0,1.0,1.0,0.9999999999923704,0.0
1401,C-means,2024-12-08T18:08:47.238255,0.2870941162109375,0.16757723134682823,0.2527622315675,0.2783506143252043,0.24903481890075116,0.24903481890075116,0.8611548181637975
1400,Otsu,2024-12-08T18:08:37.546979,0.099639892578125,0.0336641089050269,0.15339111526490107,0.04119624893385402,0.06201930054991998,0.051682750458266646,0.7906077674213828
1399,U-Net,2024-12-08T18:08:29.936895,0.91009521484375,0.422687352875295,0.6101569586618092,0.5190676809125315,0.5306675348719946,0.5306675348447703,0.907211928974563
1398,C-means,2024-12-08T17:50:06.510853,0.2870941162109375,0.16757723134682823,0.2527622315675,0.2783506143252043,0.24903481890075116,0.24903481890075116,0.8611548181637975
1397,Otsu,2024-12-08T17:49:58.717004,0.099639892578125,0.0336641089050269,0.15339111526490107,0.04119624893385402,0.06201930054991998,0.051682750458266646,0.7906077674213828
1396,U-Net,2024-12-08T17:49:42.534590,0.91009521484375,0.422687352875295,0.6101569586618092,0.5190676809125315,0.5306675348719946,0.5306675348447703,0.907211928974563
1395,C-means,2024-12-08T15:16:04.850802,0.10643513997395833,0.05564329437680473,0.09646801594583843,0.14816134180268203,0.09056595848991954,0.09056595848991954,0.8262579484703738
1394,U-Net,2024-12-08T15:15:58.300426,0.7799784342447916,0.2234862366642235,0.2234862366642235,0.3333333333333333,0.2675746911041028,0.2675746911016569,0.6671622735901029
1393,Otsu,2024-12-08T15:15:52.126630,0.33001708984375,0.11002080567297957,0.11002248471344707,0.3333179219258095,0.16543705658501137,0.08271852829250569,0.8333420651357275
1392,U-Net,2024-12-08T15:15:46.681607,0.7799784342447916,0.2234862366642235,0.2234862366642235,0.3333333333333333,0.2675746911041028,0.2675746911016569,0.6671622735901029
1391,Otsu,2024-12-08T15:14:11.211641,0.40948486328125,0.13649495442708334,0.1365012029562714,0.3332960741209931,0.19368062472033373,0.09684031236016687,0.8333257039388021
1390,C-means,2024-12-08T15:13:46.292074,0.044474283854166664,0.030147458323704742,0.031667644386144396,0.13408028981657874,0.0511816209071132,0.0511816209071132,0.8208665663332612
1389,Otsu,2024-12-08T15:13:39.053241,0.40948486328125,0.13649495442708334,0.1365012029562714,0.3332960741209931,0.19368062472033373,0.09684031236016687,0.8333257039388021
1388,U-Net,2024-12-08T15:13:31.922421,0.7268778483072916,0.1969405416412135,0.1969706226770531,0.3332471940115943,0.2475960076927753,0.2475960076903984,0.6670264785905887
1387,U-Net,2024-12-08T15:12:44.742987,0.018463134765625,0.0,0.0,0.0,0.0,0.0,0.9893704006541292
1386,C-means,2024-12-08T15:12:39.486659,0.5064239501953125,0.5064239501953125,0.9644600720678833,0.5160542969539595,0.672352494302355,0.6723524943023551,0.0
1385,Otsu,2024-12-08T15:12:34.344942,0.9839019775390625,0.9838606045771632,0.9838606045771632,1.0,0.9918646524934261,0.9918646524934261,0.1373671300081766
1384,Otsu,2024-12-08T15:12:34.169890,0.9839019775390625,0.9838606045771632,0.9838606045771632,1.0,0.9918646524934261,0.9918646524934261,0.1373671300081766
1383,Otsu,2024-12-08T15:12:33.732418,0.9839019775390625,0.9838606045771632,0.9838606045771632,1.0,0.9918646524934261,0.9918646524934261,0.1373671300081766
1382,Otsu,2024-12-08T15:12:32.792193,0.9839019775390625,0.9838606045771632,0.9838606045771632,1.0,0.9918646524934261,0.9918646524934261,0.1373671300081766
1381,Otsu,2024-12-08T15:12:31.473569,0.9839019775390625,0.9838606045771632,0.9838606045771632,1.0,0.9918646524934261,0.9918646524934261,0.1373671300081766
1380,Otsu,2024-12-08T15:12:30.411342,0.9839019775390625,0.9838606045771632,0.9838606045771632,1.0,0.9918646524934261,0.9918646524934261,0.1373671300081766
1379,Otsu,2024-12-08T15:12:29.218458,0.9839019775390625,0.9838606045771632,0.9838606045771632,1.0,0.9918646524934261,0.9918646524934261,0.1373671300081766
1378,Otsu,2024-12-08T15:12:18.465227,0.9839019775390625,0.9838606045771632,0.9838606045771632,1.0,0.9918646524934261,0.9918646524934261,0.1373671300081766
1377,U-Net,2024-12-06T10:04:47.208207,0.8876708984375,0.4023850256809392,0.6531614380867742,0.547379767375974,0.5408862639667972,0.5408862637349795,0.9043028054653028
1376,U-Net,2024-12-06T10:02:08.700046,0.8876708984375,0.4023850256809392,0.6531614380867742,0.547379767375974,0.5408862639667972,0.5408862637349795,0.9043028054653028
1375,U-Net,2024-12-06T10:00:58.326133,0.84217529296875,0.1452963780125143,0.3751695917594522,0.2919821764813754,0.1975118163849892,0.1975118163758591,0.7773744645600366
1374,U-Net,2024-12-06T09:56:59.217553,0.988836669921875,0.5365767491674036,0.6188103247944562,0.5702511086218324,0.5797176358892251,0.5797176358021103,0.9608293711638106
1373,U-Net,2024-12-06T09:56:26.260924,0.84217529296875,0.1452963780125143,0.3751695917594522,0.2919821764813754,0.1975118163849892,0.1975118163758591,0.7773744645600366
1372,U-Net,2024-12-06T09:55:49.658014,0.9291280110677084,0.3001431014067605,0.6569188176588584,0.308384623644975,0.3190913375900245,0.3190913375849866,0.6424550924103446
1371,U-Net,2024-12-06T09:54:04.565802,0.51080322265625,0.015114278692553452,0.03119649990488872,0.028483760782724483,0.029778477181939232,0.02977847718193923,0.6834220831693015
1370,U-Net,2024-12-06T09:53:14.982084,0.175048828125,0.00968988698184749,0.05360762059181192,0.011689574402262783,0.01919378832408113,0.019193788324081133,0.5395424514347698
1369,U-Net,2024-12-06T00:55:29.815285,0.175048828125,0.00968988698184749,0.05360762059181192,0.011689574402262783,0.01919378832408113,0.019193788324081133,0.5395424514347698
1368,U-Net,2024-12-06T00:54:13.501500,0.230654296875,0.05185087120174992,0.06499805756399667,0.20403982997667508,0.09858977659544037,0.09858977659544037,0.23756770139723996
1367,Otsu,2024-12-06T00:49:22.933230,0.0009002685546875,0.000225067138671875,0.25,0.000225067138671875,0.00044972940010671545,0.00029981960007114365,0.6668167114257812
1366,U-Net,2024-12-06T00:48:47.945467,0.494354248046875,0.2471771240234375,0.2471771240234375,0.5,0.3308146302611963,0.3308146302578184,0.4999999999845669
1365,Otsu,2024-12-05T19:42:38.360297,0.9808347826086956,0.9564159860784275,0.9944279957233325,0.9615690484711121,0.9777225220854306,0.9777225220854308,0.9958115668758307
1364,C-means,2024-12-05T19:42:24.975055,0.1522086956521739,0.1522086956521739,0.21292849670340364,0.348005884925842,0.26420334480468516,0.26420334480468516,0.0
1363,C-means,2024-12-05T19:42:19.693272,0.8269739130434782,0.7165365547894467,0.7165365547894467,1.0,0.8348631467126993,0.8348631467126993,0.6924670025656084
1362,C-means,2024-12-05T19:42:04.032707,0.4582086956521739,0.3448370136698212,0.4226248775710088,0.651994115074158,0.5128309381206312,0.5128309381206312,0.30756390837995734
1361,C-means,2024-12-05T19:41:58.193891,0.8269565217391305,0.7165161400609704,0.7165161400609704,1.0,0.8348492896029743,0.8348492896029744,0.6924360916200426
1360,U-Net,2024-12-05T19:41:51.409506,0.18263478260869564,0.12686823649621476,0.19232556502147433,0.2715416119925246,0.22516960259823762,0.2251696025982376,0.11352044759049179
1359,Otsu,2024-12-05T19:41:26.721484,0.9808347826086956,0.9564159860784275,0.9944279957233325,0.9615690484711121,0.9777225220854306,0.9777225220854308,0.9958115668758307
1358,C-means,2024-12-05T19:39:37.925629,0.12014164305949009,0.12014164305949009,0.15651179097317047,0.34080681452909034,0.21451151968842466,0.2145115196884247,0.0
1357,U-Net,2024-12-05T19:39:31.605637,0.14756373937677053,0.03205779796446172,0.0507428641256199,0.08008678881388621,0.06212403612993311,0.06212403612993313,0.1843017150857543
1356,Otsu,2024-12-05T19:39:06.884119,0.9336600566572238,0.8118129218900675,1.0,0.8118129218900675,0.8961332730127471,0.8961332730127471,1.0
